Filename Black_Hair Eyeglasses Heavy_Makeup Male Mustache Pale_Skin Smiling Wavy_Hair Wearing_Hat Young
000106.jpg 0 0 1 0 0 0 1 0 0 1
000107.jpg 0 0 1 0 0 0 1 1 0 1
000108.jpg 0 0 1 0 0 0 1 1 0 1
000109.jpg 0 0 0 1 1 0 0 0 0 0
000110.jpg 0 0 0 0 0 0 1 0 0 1
000111.jpg 0 0 0 0 0 0 1 1 0 1
000112.jpg 0 0 1 0 0 0 1 1 0 1
000113.jpg 0 0 0 1 0 0 1 0 0 1
000114.jpg 1 0 0 1 0 0 1 0 0 1
000115.jpg 0 0 0 1 0 0 0 0 0 0
000116.jpg 0 0 0 1 0 0 1 0 0 1
000117.jpg 1 0 1 0 0 0 0 1 0 1
000118.jpg 1 0 1 0 0 0 1 0 0 1
000119.jpg 0 1 0 1 0 0 0 1 0 0
000120.jpg 0 0 0 1 0 0 1 0 0 0
000121.jpg 0 0 1 0 0 0 1 0 0 1
000122.jpg 0 0 1 0 0 1 1 0 0 0
000123.jpg 1 0 0 1 0 0 0 0 0 1
000124.jpg 1 0 0 0 0 0 0 1 0 1
000125.jpg 0 0 0 1 0 0 1 0 0 0
000126.jpg 0 0 1 0 0 0 1 0 0 1
000127.jpg 0 0 0 1 0 0 1 0 0 0
000128.jpg 0 0 0 0 0 0 0 0 0 0
000129.jpg 1 0 0 1 0 0 1 0 0 1
000130.jpg 0 0 0 1 0 0 1 0 0 1
000131.jpg 1 0 1 0 0 0 1 1 0 1
000132.jpg 1 0 1 0 0 0 1 0 0 1
000133.jpg 0 0 1 0 0 0 1 0 0 1
000134.jpg 0 0 0 1 0 0 1 0 0 1
000135.jpg 1 0 0 1 0 0 1 0 0 0
000136.jpg 0 0 0 1 0 0 0 1 0 1
000137.jpg 0 0 0 1 0 0 1 0 1 1
000138.jpg 0 0 0 1 0 0 1 0 1 0
000139.jpg 0 0 0 0 0 0 1 1 0 1
000140.jpg 0 0 1 0 0 0 0 0 0 1
000141.jpg 0 0 1 0 0 0 0 0 0 1
000142.jpg 0 0 0 0 0 0 0 1 0 1
000143.jpg 0 0 0 1 0 0 1 0 0 1
000144.jpg 1 1 0 1 0 0 0 1 0 0
000145.jpg 1 0 0 0 0 0 1 1 0 1
000146.jpg 0 0 1 0 0 0 1 0 0 1
000147.jpg 0 0 0 0 0 0 0 0 0 1
000148.jpg 1 0 1 0 0 0 0 0 0 1
000149.jpg 0 0 0 0 0 0 1 0 1 1
000150.jpg 0 0 0 1 0 1 0 0 0 1
000151.jpg 0 0 1 0 0 0 1 0 0 1
000152.jpg 0 1 0 1 0 0 1 0 0 1
000153.jpg 0 0 0 1 0 0 1 0 0 1
000154.jpg 0 1 0 1 0 0 0 0 1 0
000155.jpg 0 0 1 0 0 0 1 0 0 1
000156.jpg 0 0 1 0 0 0 1 1 0 0
000157.jpg 0 0 0 0 0 0 0 0 0 1
000158.jpg 1 0 0 1 0 0 0 0 0 1
000159.jpg 0 0 1 0 0 0 0 0 0 1
000160.jpg 1 0 0 1 0 0 0 0 0 1
000161.jpg 1 0 1 0 0 0 1 0 0 1
000162.jpg 1 0 1 0 0 0 0 1 0 1
000163.jpg 0 0 1 0 0 0 0 1 0 1
000164.jpg 1 0 0 1 0 0 0 0 0 1
000165.jpg 0 0 1 0 0 1 0 1 0 1
000166.jpg 0 0 0 1 0 0 0 0 1 0
000167.jpg 0 0 0 0 0 0 0 0 0 1
000168.jpg 1 0 1 0 0 0 1 0 0 1
000169.jpg 0 0 0 1 0 0 0 0 0 1
000170.jpg 0 0 1 0 0 0 1 0 0 1
000171.jpg 0 0 0 1 0 0 0 0 0 0
000172.jpg 0 0 1 0 0 0 1 1 0 1
000173.jpg 1 0 1 0 0 0 1 0 0 1
000174.jpg 0 0 1 0 0 0 1 0 0 0
000175.jpg 0 0 1 0 0 0 1 0 0 1
000176.jpg 0 0 1 0 0 0 1 0 0 0
000177.jpg 1 0 1 0 0 0 0 0 0 1
000178.jpg 0 0 1 0 0 0 1 1 0 0
000179.jpg 1 0 1 0 0 0 1 0 0 1
000180.jpg 0 0 1 0 0 0 1 0 0 1
000181.jpg 1 0 0 1 0 0 1 0 0 1
000182.jpg 0 0 0 1 0 0 0 0 0 1
000183.jpg 0 0 0 0 0 0 1 0 0 1
000184.jpg 0 0 0 0 0 0 0 0 0 0
000185.jpg 0 0 1 0 0 0 0 1 0 1
000186.jpg 0 0 1 0 0 0 1 0 0 1
000187.jpg 1 0 0 1 0 0 1 0 0 1
000188.jpg 0 1 0 1 0 0 0 0 0 0
000189.jpg 0 1 0 0 0 0 1 0 0 1
000190.jpg 0 0 1 0 0 0 0 1 0 0
000191.jpg 0 0 1 0 0 0 1 0 0 1
000192.jpg 0 0 0 0 0 0 1 1 0 1
000193.jpg 1 1 0 1 0 0 0 0 0 0
000194.jpg 0 0 0 1 0 0 1 0 0 1
000195.jpg 0 0 0 1 0 0 1 0 1 0
000196.jpg 0 0 0 1 0 0 1 0 1 1
000197.jpg 0 0 0 1 0 1 1 0 0 1
000198.jpg 0 0 1 0 0 0 0 0 0 1
000199.jpg 0 0 0 1 0 0 0 0 1 1
000200.jpg 0 0 0 1 0 0 0 0 0 1
000201.jpg 0 0 1 0 0 1 0 0 0 1
000202.jpg 0 1 0 1 0 0 0 0 0 0
000203.jpg 0 0 0 1 0 0 0 0 0 1
000204.jpg 1 0 1 0 0 0 1 0 0 0
000205.jpg 0 0 0 1 0 0 0 0 0 1
000206.jpg 1 0 0 1 0 0 1 0 0 1
000207.jpg 0 0 1 0 0 0 0 1 0 1
000208.jpg 0 0 0 0 0 0 1 0 0 1
000209.jpg 0 0 0 1 1 0 1 0 0 0
000210.jpg 0 0 0 1 0 0 0 0 1 1
000211.jpg 0 0 0 0 0 0 0 1 0 1
000212.jpg 1 0 0 1 0 0 0 0 0 1
000213.jpg 0 0 0 1 0 0 0 0 0 0
000214.jpg 1 0 0 1 0 0 1 0 0 1
000215.jpg 0 0 0 1 0 0 0 0 0 1
000216.jpg 1 0 1 0 0 0 0 0 0 1
000217.jpg 0 0 1 0 0 0 1 1 0 1
000218.jpg 0 0 0 0 0 0 1 0 0 0
000219.jpg 0 0 0 0 0 0 0 1 0 1
000220.jpg 0 0 0 1 0 0 0 0 0 1
000221.jpg 0 0 0 1 0 0 0 0 0 0
000222.jpg 0 0 0 0 0 0 1 0 0 1
000223.jpg 0 0 0 1 0 0 1 0 0 0
000224.jpg 0 0 0 1 0 0 0 0 0 0
000225.jpg 0 0 1 0 0 1 1 0 0 1
000226.jpg 0 0 0 1 0 0 1 0 0 0
000227.jpg 0 0 0 1 0 0 0 0 0 1
000228.jpg 0 0 0 0 0 0 1 0 0 1
000229.jpg 0 1 0 1 0 0 0 0 0 1
000230.jpg 1 0 0 1 0 0 1 0 0 1
000231.jpg 0 0 1 0 0 1 0 1 0 1
000232.jpg 0 0 0 0 0 0 1 1 0 1
000233.jpg 1 0 0 0 0 0 0 0 0 1
000234.jpg 0 1 0 1 0 0 0 0 0 0
000235.jpg 0 0 0 1 0 0 0 0 0 1
000236.jpg 0 0 1 0 0 0 0 0 0 1
000237.jpg 0 1 0 1 0 0 0 0 0 0
000238.jpg 0 0 0 0 0 0 0 1 0 1
000239.jpg 0 0 1 0 0 0 1 0 0 1
000240.jpg 0 0 1 0 0 0 0 0 0 1
000241.jpg 0 0 0 0 0 0 1 0 0 0
000242.jpg 1 0 0 1 0 0 0 0 0 1
000243.jpg 0 0 0 0 0 0 0 1 1 1
000244.jpg 0 0 0 1 0 0 0 0 0 1
000245.jpg 1 0 0 1 1 0 1 0 0 1
000246.jpg 1 0 1 0 0 1 0 0 0 1
000247.jpg 0 0 1 0 0 0 1 0 0 1
000248.jpg 0 0 0 1 0 0 0 0 0 0
000249.jpg 0 0 1 0 0 0 1 0 0 1
000250.jpg 1 0 0 1 1 0 0 0 0 1
000251.jpg 0 0 1 0 0 0 0 1 0 1
000252.jpg 0 0 0 0 0 0 1 1 0 0
000253.jpg 0 0 0 1 0 0 0 0 0 1
000254.jpg 0 0 1 0 0 0 1 0 0 1
000255.jpg 0 0 0 1 0 1 0 0 0 1
000256.jpg 1 0 1 0 0 0 1 0 0 1
000257.jpg 0 0 1 0 0 0 0 1 0 1
000258.jpg 0 0 1 0 0 0 0 1 0 1
000259.jpg 0 0 1 0 0 0 1 1 0 1
000260.jpg 1 0 0 0 0 0 0 1 0 1
000261.jpg 0 0 0 1 0 0 0 0 0 1
000262.jpg 1 0 1 0 0 0 1 1 0 1
000263.jpg 0 0 0 0 0 0 0 1 0 1
000264.jpg 0 1 0 1 0 0 0 0 0 0
000265.jpg 0 0 0 1 0 0 0 0 0 0
000266.jpg 0 1 0 1 0 0 0 0 0 1
000267.jpg 0 0 1 0 0 0 0 0 0 1
000268.jpg 0 0 0 0 0 0 0 1 0 0
000269.jpg 1 0 1 0 0 0 1 1 0 1
000270.jpg 0 0 1 0 0 0 1 0 0 1
000271.jpg 0 0 0 0 0 0 1 1 0 0
000272.jpg 1 0 0 1 0 0 1 0 0 1
000273.jpg 0 0 1 0 0 0 1 1 0 0
000274.jpg 0 0 0 1 0 0 1 0 0 1
000275.jpg 0 1 0 0 0 0 0 0 0 1
000276.jpg 0 1 0 1 0 0 1 1 0 0
000277.jpg 1 0 1 1 0 0 1 1 0 1
000278.jpg 0 0 1 0 0 0 1 1 0 1
000279.jpg 0 0 1 0 0 0 0 1 0 1
000280.jpg 0 0 1 0 0 0 1 0 0 0
000281.jpg 0 0 0 0 0 0 0 1 0 0
000282.jpg 0 0 0 1 0 0 1 0 0 0
000283.jpg 0 0 0 1 0 0 0 0 0 1
000284.jpg 1 0 0 1 1 0 1 0 0 0
000285.jpg 1 0 1 0 0 0 0 0 0 1
000286.jpg 1 0 0 1 0 0 1 0 0 1
000287.jpg 0 0 1 0 0 0 0 1 0 1
000288.jpg 0 0 0 0 0 0 0 0 0 1
000289.jpg 1 0 0 0 0 0 0 0 0 1
000290.jpg 0 0 1 0 0 0 0 1 0 1
000291.jpg 0 0 1 0 0 0 0 1 0 0
000292.jpg 1 0 0 0 0 0 0 0 0 1
000293.jpg 0 0 0 1 1 0 0 0 0 1
000294.jpg 1 0 0 1 0 0 0 0 0 1
000295.jpg 0 0 0 1 0 0 1 0 0 0
000296.jpg 0 0 1 0 0 0 1 1 0 1
000297.jpg 1 0 0 1 0 0 0 0 0 1
000298.jpg 1 0 0 1 0 0 1 0 0 0
000299.jpg 0 0 0 1 0 0 1 0 0 0
000300.jpg 1 0 0 1 0 0 1 0 0 1
000301.jpg 0 0 1 0 0 0 1 0 0 0
000302.jpg 0 0 1 0 0 0 1 0 0 1
000303.jpg 1 0 1 0 0 0 0 1 0 1
000304.jpg 0 0 0 0 0 0 0 1 0 1
000305.jpg 0 0 0 0 0 0 0 1 0 1
000306.jpg 0 0 0 1 0 0 0 0 0 0
000307.jpg 0 0 0 1 0 0 1 0 0 0
000308.jpg 0 0 1 0 0 0 0 1 1 1
000309.jpg 0 0 0 0 0 0 1 1 0 1
000310.jpg 0 1 0 1 0 0 0 0 0 0
000311.jpg 0 0 0 1 0 0 0 0 0 1
000312.jpg 0 0 0 0 0 0 1 1 0 1
000313.jpg 0 0 0 1 0 0 1 0 0 0
000314.jpg 0 0 0 1 1 0 0 0 1 0
000315.jpg 1 0 1 0 0 0 0 0 0 1
000316.jpg 0 0 0 1 0 0 1 0 0 0
000317.jpg 0 0 0 0 0 0 1 0 0 1
000318.jpg 0 0 0 1 0 0 1 0 0 1
000319.jpg 0 0 1 0 0 0 0 0 0 1
000320.jpg 1 0 0 1 0 0 0 0 0 1
000321.jpg 1 0 0 1 0 0 0 0 0 0
000322.jpg 0 0 1 0 0 0 1 0 0 1
000323.jpg 0 0 1 0 0 0 0 1 0 1
000324.jpg 1 0 0 1 0 0 1 0 0 0
000325.jpg 0 0 1 0 0 0 1 1 0 1
000326.jpg 0 0 1 0 0 0 0 1 0 1
000327.jpg 1 0 1 0 0 0 1 1 0 1
000328.jpg 0 0 1 0 0 0 1 1 0 1
000329.jpg 0 0 0 1 0 0 0 1 0 0
000330.jpg 0 1 0 1 0 0 1 0 0 0
000331.jpg 0 0 0 1 0 0 0 1 0 1
000332.jpg 1 0 1 0 0 0 0 1 0 1
000333.jpg 0 0 0 1 1 0 0 0 1 1
000334.jpg 0 0 1 0 0 0 1 1 0 1
000335.jpg 0 1 0 1 0 0 0 0 1 1
000336.jpg 1 0 0 1 1 0 1 0 0 1
000337.jpg 0 0 1 0 0 0 0 0 0 1
000338.jpg 0 0 0 0 0 0 0 1 0 0
000339.jpg 1 0 0 1 0 0 0 0 0 1
000340.jpg 1 0 0 1 0 0 1 0 0 0
000341.jpg 0 0 1 0 0 0 1 0 0 1
000342.jpg 1 0 1 0 0 0 0 0 0 1
000343.jpg 0 0 1 0 0 0 0 0 0 1
000344.jpg 0 0 1 0 0 0 0 1 0 0
000345.jpg 0 0 0 0 0 0 0 0 0 1
000346.jpg 1 0 0 1 0 0 0 0 0 1
000347.jpg 0 0 1 0 0 1 0 0 0 1
000348.jpg 0 0 1 0 0 0 0 1 1 1
000349.jpg 1 0 1 0 0 0 1 1 0 1
000350.jpg 1 1 0 1 0 0 0 0 0 1
000351.jpg 0 0 0 0 0 0 0 0 0 1
000352.jpg 0 0 0 1 0 0 1 0 0 1
000353.jpg 0 0 1 0 0 0 1 1 0 1
000354.jpg 1 0 1 0 0 0 1 1 0 1
000355.jpg 1 0 0 1 0 0 0 0 0 1
000356.jpg 1 0 1 0 0 0 0 0 0 1
000357.jpg 0 0 1 0 0 0 1 1 0 0
000358.jpg 0 0 0 1 0 0 1 0 0 0
000359.jpg 0 0 1 0 0 0 1 0 0 0
000360.jpg 0 0 0 1 0 0 0 0 0 0
000361.jpg 0 0 1 0 0 0 0 0 0 1
000362.jpg 1 0 0 1 0 0 0 0 0 1
000363.jpg 1 0 0 1 0 0 0 0 0 1
000364.jpg 0 0 0 0 0 0 1 0 0 1
000365.jpg 0 0 0 0 0 0 1 0 0 1
000366.jpg 0 0 0 1 1 0 1 0 1 0
000367.jpg 1 0 0 1 0 0 0 0 0 1
000368.jpg 0 0 0 1 0 0 1 0 0 1
000369.jpg 1 0 0 0 0 0 1 1 0 1
000370.jpg 1 0 0 1 0 0 0 0 0 1
000371.jpg 0 0 0 0 0 0 0 0 0 1
000372.jpg 0 0 1 0 0 0 1 1 0 1
000373.jpg 0 1 0 0 0 0 0 0 0 1
000374.jpg 1 0 1 0 0 1 0 1 0 1
000375.jpg 0 1 0 0 0 0 1 1 0 0
000376.jpg 0 0 0 1 1 0 0 0 0 0
000377.jpg 0 0 0 1 0 0 0 1 0 1
000378.jpg 0 0 0 1 0 0 1 0 0 1
000379.jpg 0 0 0 0 0 0 0 0 0 1
000380.jpg 0 0 0 1 0 0 1 0 0 1
000381.jpg 0 0 1 0 0 0 1 0 0 0
000382.jpg 0 0 1 0 0 0 1 1 0 1
000383.jpg 0 1 0 1 1 0 0 0 0 0
000384.jpg 0 0 1 0 0 0 1 0 0 1
000385.jpg 0 0 0 1 0 0 1 0 0 1
000386.jpg 0 0 0 1 0 0 1 0 0 0
000387.jpg 0 0 0 0 0 0 1 1 0 1
000388.jpg 0 0 1 0 0 0 1 1 0 1
000389.jpg 0 0 0 1 0 0 0 0 0 0
000390.jpg 0 0 0 1 0 0 0 0 0 1
000391.jpg 0 0 1 0 0 1 1 1 0 1
000392.jpg 1 1 0 0 0 1 0 0 0 1
000393.jpg 0 0 0 1 0 0 1 0 0 0
000394.jpg 1 0 1 0 0 0 1 0 0 1
000395.jpg 0 0 1 0 0 0 0 0 0 1
000396.jpg 0 0 0 0 0 0 1 1 0 0
000397.jpg 0 0 1 0 0 0 0 1 0 1
000398.jpg 0 0 0 1 0 0 0 1 0 1
000399.jpg 0 0 1 0 0 0 0 1 0 1
000400.jpg 0 0 0 1 0 0 0 0 1 1
000401.jpg 1 0 0 1 0 0 0 0 0 1
000402.jpg 0 0 0 1 0 0 0 0 0 0
000403.jpg 0 0 0 1 0 1 0 0 1 1
000404.jpg 0 0 1 0 0 0 1 1 0 1
000405.jpg 0 0 0 1 0 0 0 0 0 1
000406.jpg 1 0 0 1 0 0 1 0 0 1
000407.jpg 0 0 1 0 0 0 1 1 0 1
000408.jpg 0 0 0 1 0 0 0 0 1 0
000409.jpg 1 0 0 1 0 0 0 0 0 1
000410.jpg 0 0 0 0 0 0 1 0 0 0
000411.jpg 0 0 1 0 0 0 1 1 0 1
000412.jpg 0 0 0 0 0 0 1 0 0 1
000413.jpg 0 0 0 1 0 0 1 0 0 1
000414.jpg 0 0 0 1 0 0 1 0 0 1
000415.jpg 0 0 1 0 0 0 0 0 0 1
000416.jpg 0 0 0 1 0 0 1 0 1 1
000417.jpg 0 0 0 1 0 0 0 0 0 0
000418.jpg 1 0 0 1 1 0 0 0 0 0
000419.jpg 0 0 1 0 0 0 1 0 0 0
000420.jpg 0 0 1 0 0 0 1 1 0 0
000421.jpg 0 0 1 0 0 0 0 1 0 1
000422.jpg 1 0 1 0 0 0 1 0 0 1
000423.jpg 0 0 0 0 0 1 0 0 0 1
000424.jpg 0 0 1 0 0 0 1 0 0 0
000425.jpg 0 0 0 1 0 0 1 0 0 1
000426.jpg 0 0 1 0 0 0 1 1 0 1
000427.jpg 1 0 0 1 0 0 0 0 0 1
000428.jpg 0 0 0 1 0 0 1 0 0 1
000429.jpg 0 0 0 1 0 0 0 0 0 1
000430.jpg 1 0 0 1 0 0 1 0 0 1
000431.jpg 0 0 0 0 0 0 1 0 0 0
000432.jpg 0 0 1 0 0 1 0 1 0 1
000433.jpg 1 0 0 1 0 0 1 0 0 0
000434.jpg 0 0 0 1 0 0 0 0 0 1
000435.jpg 1 0 1 0 0 0 1 0 0 1
000436.jpg 0 0 1 0 0 0 1 1 0 0
000437.jpg 0 0 0 1 0 0 1 0 0 0
000438.jpg 0 0 0 1 0 0 0 0 0 1
000439.jpg 1 0 0 1 0 0 1 0 0 1
000440.jpg 0 0 0 1 0 0 1 1 0 0
000441.jpg 0 0 0 0 0 0 1 1 0 0
000442.jpg 0 0 0 0 0 1 0 0 0 1
000443.jpg 0 0 0 1 0 0 0 0 0 1
000444.jpg 0 1 0 1 0 0 1 1 0 0
000445.jpg 0 0 0 0 0 0 0 1 0 1
000446.jpg 0 0 1 0 0 0 1 0 0 1
000447.jpg 0 1 0 1 1 0 0 0 0 0
000448.jpg 0 0 0 1 0 0 1 0 0 1
000449.jpg 0 0 0 1 0 0 0 0 0 0
000450.jpg 0 0 0 1 0 0 0 0 0 0
000451.jpg 0 1 1 0 0 0 0 0 0 1
000452.jpg 1 0 0 1 1 0 1 0 0 0
000453.jpg 0 0 0 1 0 0 0 0 1 1
000454.jpg 0 0 1 0 0 0 1 0 0 1
000455.jpg 1 0 1 0 0 0 1 1 0 1
000456.jpg 1 0 0 1 0 0 1 0 0 1
000457.jpg 0 0 1 0 0 0 1 1 0 1
000458.jpg 0 0 0 0 0 0 1 0 0 0
000459.jpg 0 0 0 1 0 0 0 0 0 1
000460.jpg 0 0 0 1 1 1 0 1 0 0
000461.jpg 1 0 0 1 0 0 0 0 0 1
000462.jpg 0 0 1 0 0 0 1 1 0 0
000463.jpg 0 0 1 0 0 0 0 1 0 1
000464.jpg 0 0 1 0 0 0 0 0 0 1
000465.jpg 0 0 0 1 0 0 0 0 1 0
000466.jpg 0 0 1 0 0 0 0 0 0 1
000467.jpg 0 0 1 0 0 0 1 1 0 1
000468.jpg 0 0 1 0 0 0 0 1 0 1
000469.jpg 0 0 0 0 0 0 0 1 0 1
000470.jpg 0 0 0 0 0 0 0 0 0 0
000471.jpg 0 0 1 0 0 0 1 0 0 1
000472.jpg 0 0 1 0 0 0 1 1 0 1
000473.jpg 0 0 0 1 0 0 0 1 0 1
000474.jpg 0 0 0 1 0 0 0 0 0 1
000475.jpg 0 0 1 0 0 0 1 0 0 1
000476.jpg 0 0 1 0 0 0 1 1 0 1
000477.jpg 1 0 0 1 0 0 1 0 0 0
000478.jpg 0 0 0 0 0 1 0 1 0 1
000479.jpg 0 0 0 1 0 0 0 0 0 0
000480.jpg 0 0 1 0 0 0 0 0 0 1
000481.jpg 0 0 0 1 1 1 0 0 0 1
000482.jpg 0 1 0 1 0 0 0 0 0 1
000483.jpg 0 0 1 0 0 0 1 0 0 1
000484.jpg 1 1 0 0 0 0 1 0 0 1
000485.jpg 0 0 1 0 0 0 1 1 0 1
000486.jpg 1 0 0 1 0 0 1 0 0 1
000487.jpg 0 0 1 0 0 0 1 1 0 1
000488.jpg 0 0 1 0 0 0 0 0 0 1
000489.jpg 1 0 1 0 0 0 1 0 0 0
000490.jpg 1 0 0 1 0 0 0 1 0 1
000491.jpg 0 0 1 0 0 0 0 1 0 1
000492.jpg 0 0 1 0 0 0 1 1 0 1
000493.jpg 0 0 0 0 0 0 1 0 0 1
000494.jpg 0 0 1 0 0 0 0 0 0 1
000495.jpg 0 0 1 0 0 0 1 0 0 1
000496.jpg 0 0 1 0 0 0 1 0 1 1
000497.jpg 0 0 1 0 0 0 1 1 0 1
000498.jpg 0 0 0 1 0 0 1 0 0 0
000499.jpg 0 0 1 0 0 0 0 0 0 1
000500.jpg 0 1 0 1 0 0 0 0 0 1
000501.jpg 0 0 0 1 0 0 1 0 1 1
000502.jpg 1 0 1 0 0 0 0 0 0 1
000503.jpg 0 0 1 0 0 1 0 0 0 1
000504.jpg 0 0 1 0 0 0 1 0 0 1
000505.jpg 1 0 0 0 0 0 1 0 0 1
000506.jpg 0 0 1 0 0 0 1 0 0 1
000507.jpg 1 0 0 0 0 0 0 0 0 1
000508.jpg 1 0 1 0 0 1 1 1 0 0
000509.jpg 0 0 0 0 0 0 1 0 0 1
000510.jpg 0 0 1 0 0 0 1 1 0 1
000511.jpg 0 1 0 1 0 0 0 0 0 0
000512.jpg 1 0 0 1 0 0 0 0 0 1
000513.jpg 0 0 1 0 0 0 1 0 0 0
000514.jpg 0 0 1 0 0 0 1 0 0 1
